time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-03-13T21:48:52.370Z,38.7971649,-122.7491684,1.42,0.15,md,13,95,0.008934,0.02,nc,nc73353575,2020-03-13T22:25:02.974Z,"2km NNE of The Geysers, CA",earthquake,0.3,0.71,0.08,2,automatic,nc,nc
2020-03-13T21:45:16.752Z,60.215,-139.6112,0.1,3.1,ml,,,,0.85,ak,ak0203d304aj,2020-03-13T22:06:31.040Z,"79km N of Yakutat, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-03-13T21:40:34.410Z,49.3933333333333,-120.529333333333,-0.37,2.5,ml,10,186,,0.33,uw,uw61582752,2020-03-14T03:30:48.740Z,"7km S of Princeton, Canada",explosion,2.18,31.61,0.1263182773861,5,reviewed,uw,uw
2020-03-13T21:38:49.310Z,19.2089996,-155.4191742,33.26,2.15,md,46,144,0.03498,0.13,hv,hv71426522,2020-03-13T21:41:59.890Z,"6km E of Pahala, Hawaii",earthquake,0.53,0.7,0.13,15,automatic,hv,hv
2020-03-13T21:37:47.652Z,-5.2955,129.6421,181.75,4.3,mb,,121,3.136,0.52,us,us70008gwt,2020-03-28T21:51:31.040Z,"220km SSE of Saparua, Indonesia",earthquake,7.8,2.5,0.107,25,reviewed,us,us
2020-03-13T21:26:40.890Z,37.5948333,-119.011,0.98,1.6,md,22,89,0.0197,0.05,nc,nc73353570,2020-03-14T03:04:04.376Z,"6km SSW of Mammoth Lakes, CA",earthquake,0.36,0.25,0.317,21,reviewed,nc,nc
2020-03-13T21:23:59.140Z,35.9081667,-117.7413333,8.62,0.89,ml,7,113,0.07438,0.15,ci,ci38393434,2020-03-13T21:27:35.636Z,"15km ESE of Little Lake, CA",earthquake,0.48,1.94,0.295,6,automatic,ci,ci
2020-03-13T21:20:07.017Z,60.5921,-142.7026,18,1.4,ml,,,,1.08,ak,ak0203d2uqm5,2020-03-13T21:22:43.235Z,"60km NNW of Cape Yakataga, Alaska",earthquake,,0.1,,,automatic,ak,ak
2020-03-13T21:19:45.806Z,54.1712,-170.9003,10,3.7,ml,,149,1.712,0.96,us,us60008fi2,2020-03-16T21:58:02.040Z,"171km N of Yunaska Island, Alaska",earthquake,4.8,2,0.115,10,reviewed,us,us
2020-03-13T21:18:22.887Z,37.54,-117.7455,4.8,1.3,ml,8,130.2,0.249,0.1268,nn,nn00718975,2020-03-14T02:08:45.719Z,"48km WSW of Goldfield, Nevada",earthquake,,3.7,0.23,4,reviewed,nn,nn
2020-03-13T21:13:31.486Z,-20.8062,-177.6297,463.67,4.1,mb,,102,5.089,0.96,us,us70008gwp,2020-03-28T21:34:32.040Z,"112km E of Ndoi Island, Fiji",earthquake,11.5,6.8,0.096,30,reviewed,us,us
2020-03-13T21:13:13.180Z,52.068,-176.1145,2.04,-0.03,ml,4,175,0.02393,0.17,av,av70877604,2020-03-17T21:03:24.340Z,"42km ENE of Adak, Alaska",earthquake,0.64,1.4,0.376,4,reviewed,av,av
2020-03-13T21:07:11.856Z,38.2037,-118.4251,13,0.2,ml,5,264.59,0.079,0.1697,nn,nn00719010,2020-03-14T02:09:16.679Z,"39km SSE of Hawthorne, Nevada",earthquake,,6.1,0,1,reviewed,nn,nn
2020-03-13T21:00:43.400Z,19.4004993,-155.2653351,0.33,1.77,ml,19,43,0.00234,0.16,hv,hv71426467,2020-03-13T21:06:17.470Z,"4km SW of Volcano, Hawaii",earthquake,0.2,0.24,2.41,10,automatic,hv,hv
2020-03-13T20:54:53.440Z,19.1863327,-155.4641724,34.24,2.02,ml,50,148,0.06994,0.12,hv,hv71426462,2020-03-13T22:06:59.040Z,"0km SW of Pahala, Hawaii",earthquake,0.53,0.64,3.38,7,automatic,hv,hv
2020-03-13T20:54:38.310Z,32.6266667,-116.975,-0.36,1.46,ml,29,123,0.04228,0.26,ci,ci38393402,2020-03-14T00:26:07.751Z,"6km SE of Bonita, CA",quarry blast,0.76,31.61,0.08,7,reviewed,ci,ci
2020-03-13T20:39:26.234Z,37.5263,-117.747,5.7,1.2,ml,7,92.17,0.239,0.1113,nn,nn00718970,2020-03-14T02:08:43.538Z,"49km WSW of Goldfield, Nevada",earthquake,,3.6,0.1,3,reviewed,nn,nn
2020-03-13T20:35:02.450Z,35.9601667,-117.5231667,2.72,1.48,ml,19,123,0.06824,0.13,ci,ci38393394,2020-03-13T20:38:50.771Z,"24km NNW of Searles Valley, CA",earthquake,0.28,0.45,0.171,21,automatic,ci,ci
2020-03-13T20:32:17.171Z,59.3326,-153.0981,91.6,1.7,ml,,,,0.5,ak,ak0203d2bwdx,2020-03-13T20:35:24.652Z,"87km SW of Anchor Point, Alaska",earthquake,,0.9,,,automatic,ak,ak
2020-03-13T20:27:29.720Z,36.1085,-117.8521667,2.94,1.74,ml,20,65,0.00932,0.13,ci,ci38393386,2020-03-16T13:52:14.828Z,"11km NE of Coso Junction, CA",earthquake,0.22,0.38,0.207,26,reviewed,ci,ci
2020-03-13T20:23:21.260Z,52.068,-176.1188333,1.9,0.08,ml,6,110,0.02175,0.19,av,av70877599,2020-03-17T21:02:23.230Z,"42km ENE of Adak, Alaska",earthquake,0.41,1.33,0.294,6,reviewed,av,av
2020-03-13T20:06:33.990Z,17.912,-66.9395,6,3.32,md,8,224,0.0873,0.22,pr,pr2020073024,2020-03-13T22:57:26.541Z,"6km SW of Guanica, Puerto Rico",earthquake,1.55,0.6,0.35,5,reviewed,pr,pr
2020-03-13T19:47:17.210Z,46.8503333333333,-121.755666666667,1.59,0.25,ml,11,76,,0.08,uw,uw61582712,2020-03-14T00:08:00.250Z,"27km NNW of Packwood, Washington",earthquake,0.35,0.56,0.0824491502378776,6,reviewed,uw,uw
2020-03-13T19:46:25.080Z,33.9586667,-117.1966667,15.24,1.02,ml,17,105,0.02282,0.22,ci,ci38393362,2020-03-13T19:50:11.972Z,"5km NE of Moreno Valley, CA",earthquake,0.52,0.79,0.321,31,automatic,ci,ci
2020-03-13T19:34:54.490Z,52.0675,-176.1181667,4.2,0.44,ml,6,109,0.02178,0.2,av,av70877594,2020-03-17T21:00:21.790Z,"42km ENE of Adak, Alaska",earthquake,0.57,1.03,0.223,6,reviewed,av,av
2020-03-13T19:34:21.400Z,52.0663333,-176.1183333,4.32,0.58,ml,6,107,0.02103,0.21,av,av70877589,2020-03-17T20:58:19.990Z,"42km ENE of Adak, Alaska",earthquake,0.58,1.1,0.226,6,reviewed,av,av
2020-03-13T19:33:09.100Z,33.2755,-115.9956667,6.93,1.52,ml,45,33,0.009417,0.21,ci,ci38393354,2020-03-17T20:37:48.764Z,"4km SW of Salton City, CA",earthquake,0.23,0.62,0.15,35,reviewed,ci,ci
2020-03-13T19:27:39.400Z,35.9088333,-117.7423333,8.18,1.09,ml,22,52,0.07334,0.09,ci,ci38393346,2020-03-13T20:09:27.603Z,"15km ESE of Little Lake, CA",earthquake,0.13,0.34,0.14,13,reviewed,ci,ci
2020-03-13T19:23:20.000Z,52.0721667,-176.1208333,1.67,-0.12,ml,5,120,0.02366,0.18,av,av70877584,2020-03-17T20:14:59.800Z,"42km ENE of Adak, Alaska",earthquake,0.58,1.68,0.448,5,reviewed,av,av
2020-03-13T19:21:06.410Z,35.6451667,-117.4468333,0.77,1.62,ml,23,151,0.1374,0.12,ci,ci38393330,2020-03-13T19:24:58.042Z,"14km SSW of Searles Valley, CA",earthquake,0.29,0.52,0.182,26,automatic,ci,ci
2020-03-13T19:19:19.701Z,61.4404,-150.9957,62.6,0.9,ml,,,,0.41,ak,ak0203d1noo2,2020-03-13T19:22:18.160Z,"56km W of Big Lake, Alaska",earthquake,,1.4,,,automatic,ak,ak
2020-03-13T19:17:46.860Z,33.3436667,-116.4001667,11.45,0.83,ml,29,45,0.0324,0.15,ci,ci38393322,2020-03-20T16:11:33.306Z,"10km NNW of Borrego Springs, CA",earthquake,0.25,0.37,0.087,9,reviewed,ci,ci
2020-03-13T19:16:42.780Z,52.0616667,-176.1156667,3.61,0.37,ml,6,97,0.02042,0.12,av,av70877579,2020-03-17T20:10:26.630Z,"42km ENE of Adak, Alaska",earthquake,0.45,0.83,0.256,6,reviewed,av,av
2020-03-13T19:14:23.870Z,52.0683333,-176.1108333,-0.14,-0.19,ml,5,110,0.02602,0.07,av,av70877574,2020-03-17T19:06:24.010Z,"43km ENE of Adak, Alaska",earthquake,0.38,0.31,0.202,5,reviewed,av,av
2020-03-13T19:13:11.310Z,52.0673333,-176.1126667,4.1,0.55,ml,6,108,0.02453,0.17,av,av70877569,2020-03-17T19:04:22.480Z,"42km ENE of Adak, Alaska",earthquake,0.48,0.89,0.167,6,reviewed,av,av
2020-03-13T19:09:14.250Z,52.0608333,-176.117,4.09,1.47,ml,6,96,0.01937,0.13,av,av62146106,2020-03-17T18:50:15.290Z,"42km ENE of Adak, Alaska",earthquake,0.47,0.72,0.23,6,reviewed,av,av
2020-03-13T19:08:39.400Z,17.8278,-66.8838,7,2.45,md,6,259,0.1474,0.06,pr,pr2020073026,2020-03-13T22:21:05.548Z,"16km S of Guanica, Puerto Rico",earthquake,0.6,0.26,0.26,3,reviewed,pr,pr
2020-03-13T19:08:30.950Z,52.0623333,-176.11,2.02,2.47,ml,12,98,0.02394,0.23,av,av62146101,2020-03-17T18:48:44.030Z,"42km ENE of Adak, Alaska",earthquake,0.43,0.84,0.356,13,reviewed,av,av
2020-03-13T19:06:04.380Z,46.0046667,-112.4608333,-2,1.86,ml,11,106,0.067,0.17,mb,mb80384994,2020-03-13T19:28:28.640Z,"5km E of Butte, Montana",quarry blast,0.7,31.61,0.228,7,reviewed,mb,mb
2020-03-13T19:05:53.600Z,38.8243332,-122.7998352,2.76,0.62,md,17,89,0.008052,0.02,nc,nc73353540,2020-03-13T21:20:04.700Z,"6km NW of The Geysers, CA",earthquake,0.29,0.8,0.35,2,automatic,nc,nc
2020-03-13T19:02:54.700Z,52.0663333,-176.1131667,4.57,1.13,ml,6,107,0.02376,0.19,av,av62146091,2020-03-17T18:46:12.230Z,"42km ENE of Adak, Alaska",earthquake,0.52,0.99,0.273,6,reviewed,av,av
2020-03-13T18:58:17.200Z,19.4178333,-155.6148333,-1.7,2,ml,29,98,0.01925,0.13,hv,hv71426377,2020-03-13T20:42:06.810Z,"26km E of Honaunau-Napoopoo, Hawaii",earthquake,0.3,0.33,0.168,23,reviewed,hv,hv
2020-03-13T18:58:10.390Z,19.2083333,-155.4498333,37.44,2.57,ml,36,118,0.05391,0.09,hv,hv71426197,2020-03-13T20:07:53.800Z,"3km E of Pahala, Hawaii",earthquake,0.85,0.7,0.207,9,reviewed,hv,hv
2020-03-13T18:58:01.980Z,19.4158333,-155.2761667,0.9,0.49,md,16,62,0.007703,0.08,hv,hv71426192,2020-03-13T19:57:44.800Z,"4km WSW of Volcano, Hawaii",earthquake,0.17,0.33,0.038,4,reviewed,hv,hv
2020-03-13T18:38:32.682Z,38.1377,-118.3544,5.6,0.3,ml,3,307.74,0.164,0.0218,nn,nn00718980,2020-03-14T02:08:49.499Z,"49km SSE of Hawthorne, Nevada",earthquake,,67.3,0,1,reviewed,nn,nn
2020-03-13T18:37:44.140Z,-4.8972,38.5527,15,4.9,mb,,37,2.572,0.5,us,us60008f7y,2020-03-15T20:19:41.366Z,"18km NNW of Maramba, Tanzania",earthquake,8.1,4.3,0.063,82,reviewed,us,us
2020-03-13T18:33:18.980Z,38.1289,-118.3509,5.2,0.2,ml,4,288.64,0.172,0.1498,nn,nn00718979,2020-03-14T02:08:48.236Z,"50km SSE of Hawthorne, Nevada",earthquake,,54.9,0,1,reviewed,nn,nn
2020-03-13T18:32:56.957Z,38.1566,-118.3938,12.1,0.1,ml,4,283.31,0.129,0.0645,nn,nn00718978,2020-03-14T02:08:46.872Z,"45km SSE of Hawthorne, Nevada",earthquake,,23.4,0,1,reviewed,nn,nn
2020-03-13T18:32:56.540Z,19.1866665,-155.4531708,35.12,1.87,md,35,153,0.07297,0.12,hv,hv71426157,2020-03-13T18:36:08.260Z,"3km SE of Pahala, Hawaii",earthquake,0.65,0.95,0.07,3,automatic,hv,hv
2020-03-13T18:28:21.350Z,38.837,-122.802,1.33,0.25,md,12,65,0.009211,0.02,nc,nc73353535,2020-03-14T00:42:02.347Z,"7km WNW of Cobb, CA",earthquake,0.24,0.45,,1,reviewed,nc,nc
2020-03-13T18:26:32.270Z,17.917,-66.959,5,2.15,md,4,233,0.0987,0.14,pr,pr2020073023,2020-03-13T18:50:55.540Z,"8km SW of Guanica, Puerto Rico",earthquake,1.29,0.62,0.1,2,reviewed,pr,pr
2020-03-13T18:06:58.218Z,60.6878,-151.2681,35.8,1.6,ml,,,,0.42,ak,ak0203d0zjps,2020-03-13T18:15:03.799Z,"1km ESE of Nikiski, Alaska",earthquake,,4.1,,,automatic,ak,ak
2020-03-13T18:06:26.170Z,19.421,-155.6178333,-1.58,1.68,ml,39,80,0.02036,0.18,hv,hv71426082,2020-03-19T20:36:52.830Z,"26km E of Honaunau-Napoopoo, Hawaii",earthquake,0.31,0.32,0.148,11,reviewed,hv,hv
2020-03-13T17:56:15.710Z,19.2078342,-155.4136658,30.89,1.81,md,33,155,0.03323,0.13,hv,hv71426067,2020-03-13T17:59:34.290Z,"6km E of Pahala, Hawaii",earthquake,0.61,1.02,0.15,3,automatic,hv,hv
2020-03-13T17:41:45.660Z,17.8841,-66.9645,9,1.85,ml,3,271,0.1247,0.14,pr,pr2020073022,2020-03-13T17:56:49.629Z,"11km SSW of Guanica, Puerto Rico",earthquake,1.31,3.42,0,0,reviewed,pr,pr
2020-03-13T17:26:57.860Z,17.829,-66.8335,8,2.35,ml,4,259,0.1531,0.26,pr,pr2020073021,2020-03-13T17:48:15.565Z,"17km SSE of Guanica, Puerto Rico",earthquake,1.72,3.01,0,0,reviewed,pr,pr
2020-03-13T17:21:15.810Z,37.3805,-118.7871667,4.96,0.94,md,12,172,0.1805,0.04,nc,nc73353530,2020-03-13T19:00:04.634Z,"17km WSW of Round Valley, CA",earthquake,0.38,31.61,0.154,11,reviewed,nc,nc
2020-03-13T17:18:44.960Z,19.4096667,-155.2766667,0.79,1.36,ml,18,47,0.0106,0.06,hv,hv71425972,2020-03-13T20:54:10.800Z,"4km WSW of Volcano, Hawaii",earthquake,0.14,0.25,0.206,11,reviewed,hv,hv
2020-03-13T17:18:44.870Z,19.4139996,-155.2733307,1.26,1.76,md,16,47,0.01079,0.1,hv,hv71425982,2020-03-13T17:24:24.270Z,"4km WSW of Volcano, Hawaii",earthquake,0.22,0.33,0.2,15,automatic,hv,hv
2020-03-13T16:59:28.610Z,44.7246667,-111.8678333,5.52,0.75,md,5,208,0.144,0.02,mb,mb80384989,2020-03-21T14:42:34.580Z,"58km E of Lima, Montana",earthquake,0.86,3.23,0.212,2,reviewed,mb,mb
2020-03-13T16:56:35.790Z,44.7385,-111.863,6.48,2.53,ml,29,170,0.141,0.18,mb,mb80384984,2020-03-21T14:42:31.860Z,"58km ENE of Lima, Montana",earthquake,0.61,1.33,0.164,13,reviewed,mb,mb
2020-03-13T16:47:20.671Z,64.9121,-149.4181,20.3,0.7,ml,,,,0.8,ak,ak0203d01dz7,2020-03-13T16:52:07.058Z,"39km NNW of North Nenana, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-03-13T16:33:49.600Z,33.4795,-116.4606667,12.2,1.03,ml,25,69,0.09749,0.21,ci,ci38393226,2020-03-13T17:08:53.960Z,"22km ESE of Anza, CA",earthquake,0.3,0.84,0.171,24,reviewed,ci,ci
2020-03-13T16:33:15.469Z,60.0763,-151.9724,83.3,1.3,ml,,,,0.95,ak,ak0203czydju,2020-03-13T16:41:14.216Z,"34km NNW of Anchor Point, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-03-13T16:31:46.924Z,60.8415,-150.2008,39.6,1.4,ml,,,,0.38,ak,ak0203czy0jo,2020-03-13T16:41:13.821Z,"44km SSW of Anchorage, Alaska",earthquake,,1.1,,,automatic,ak,ak
2020-03-13T16:31:45.550Z,38.8915,-122.8758333,2.48,0.57,md,24,160,0.03292,0.04,nc,nc73353525,2020-03-14T01:01:02.125Z,"10km SSW of Kelseyville, CA",earthquake,0.29,0.61,0.086,3,reviewed,nc,nc
2020-03-13T16:31:05.270Z,17.9535,-66.9995,13,2.1,md,7,218,0.1221,0.17,pr,pr2020073020,2020-03-13T17:15:14.756Z,"5km ESE of La Parguera, Puerto Rico",earthquake,1.52,0.53,0.06,3,reviewed,pr,pr
2020-03-13T16:29:09.940Z,36.922,-121.3856667,8.01,0.94,md,22,64,0.03903,0.06,nc,nc73353520,2020-03-13T23:29:03.313Z,"8km N of Hollister, CA",earthquake,0.17,0.5,0.123,18,reviewed,nc,nc
2020-03-13T16:27:07.650Z,35.5471667,-117.3186667,5.82,0.54,ml,5,190,0.04348,0.05,ci,ci37437749,2020-03-13T22:17:15.345Z,"25km SSE of Trona, CA",earthquake,0.76,0.68,0.108,1,reviewed,ci,ci
2020-03-13T16:26:42.740Z,35.6735,-117.4721667,8.91,0.95,ml,20,107,0.08719,0.15,ci,ci38393218,2020-03-13T22:13:13.503Z,"12km SSW of Searles Valley, CA",earthquake,0.28,0.81,0.139,11,reviewed,ci,ci
2020-03-13T16:19:52.770Z,19.4078331,-155.2825012,0.42,1.89,md,19,62,0.009893,0.12,hv,hv71425872,2020-03-13T16:22:40.310Z,"5km WSW of Volcano, Hawaii",earthquake,0.17,0.24,0.43,17,automatic,hv,hv
2020-03-13T16:19:12.060Z,38.4895,-112.842,0.21,-0.03,md,4,220,0.0244,0.05,uu,uu60020219,2020-03-13T20:14:55.120Z,"17km NE of Milford, Utah",earthquake,0.53,4.9,0.322,2,reviewed,uu,uu
2020-03-13T16:19:03.730Z,38.4831667,-112.8613333,0.07,-0.95,md,4,167,0.01462,0.12,uu,uu60020229,2020-03-13T20:22:11.210Z,"16km NE of Milford, Utah",earthquake,0.67,31.61,0.349,2,reviewed,uu,uu
2020-03-13T16:18:25.050Z,38.4895,-112.8398333,0.17,0.21,md,4,225,0.02606,0.05,uu,uu60020214,2020-03-13T20:10:15.430Z,"18km NE of Milford, Utah",earthquake,0.57,31.61,0.379,2,reviewed,uu,uu
2020-03-13T16:17:43.170Z,38.4893333,-112.8423333,-1.69,-0.06,md,4,219,0.02419,0.16,uu,uu60363037,2020-03-13T20:03:02.120Z,"17km NE of Milford, Utah",earthquake,0.5,4.62,0.433,2,reviewed,uu,uu
2020-03-13T16:17:36.620Z,38.4853333,-112.8486667,0.06,-0.63,md,4,202,0.02091,0.1,uu,uu60020224,2020-03-13T20:17:00.850Z,"17km NE of Milford, Utah",earthquake,0.7,31.61,0.203,2,reviewed,uu,uu
2020-03-13T16:17:33.660Z,38.8923333,-122.8736667,3.09,1.91,md,51,83,,0.06,nc,nc73353515,2020-03-14T01:39:03.799Z,"10km SSW of Kelseyville, CA",earthquake,0.15,0.38,0.338,15,reviewed,nc,nc
2020-03-13T16:16:00.280Z,38.4903333,-112.8383333,0.15,0.66,md,5,142,0.02706,0.05,uu,uu60020209,2020-03-13T19:51:42.370Z,"18km NE of Milford, Utah",earthquake,0.52,6.01,0.447,3,reviewed,uu,uu
2020-03-13T16:14:50.400Z,38.4866667,-112.8496667,0.12,0.52,md,4,199,0.01961,0.09,uu,uu60020204,2020-03-13T19:48:04.290Z,"17km NE of Milford, Utah",earthquake,0.68,7.31,0.527,2,reviewed,uu,uu
2020-03-13T16:14:36.330Z,38.4908333,-112.8415,0.18,0.24,md,4,221,0.02452,0.06,uu,uu60020199,2020-03-13T19:44:26.170Z,"18km NE of Milford, Utah",earthquake,0.6,31.61,0.379,2,reviewed,uu,uu
2020-03-13T16:14:05.900Z,38.4906667,-112.8426667,-0.16,0.12,md,4,217,0.02365,0.06,uu,uu60363032,2020-03-13T19:41:49.860Z,"17km NE of Milford, Utah",earthquake,0.38,0.23,0.427,2,reviewed,uu,uu
2020-03-13T16:11:13.450Z,32.5943333,-115.6908333,10.86,1.83,ml,26,130,0.06251,0.24,ci,ci38393210,2020-03-13T17:52:25.169Z,"10km W of Progreso, B.C., MX",earthquake,0.43,0.66,0.224,27,reviewed,ci,ci
2020-03-13T16:10:11.208Z,58.3694,-154.6851,39.6,0.5,ml,,,,1.11,ak,ak0203cztfr4,2020-03-13T16:13:58.398Z,"101km NNW of Larsen Bay, Alaska",earthquake,,0.9,,,automatic,ak,ak
2020-03-13T16:07:02.217Z,37.7933,-114.3082,5.6,1.7,ml,9,75.24,0.211,0.1683,nn,nn00718954,2020-03-14T02:08:27.190Z,"19km SE of Pioche, Nevada",earthquake,,4.8,0.24,7,reviewed,nn,nn
2020-03-13T15:57:20.880Z,52.0735,-176.1231667,0.06,-0.02,ml,5,123,0.02374,0.05,av,av70877564,2020-03-17T18:44:40.820Z,"42km ENE of Adak, Alaska",earthquake,0.22,0.21,0.319,5,reviewed,av,av
2020-03-13T15:55:10.120Z,32.5878333,-115.68,10.38,1.62,ml,24,131,0.07275,0.24,ci,ci38393202,2020-03-13T18:19:11.967Z,"9km W of Progreso, B.C., MX",earthquake,0.46,0.6,0.266,18,reviewed,ci,ci
2020-03-13T15:48:50.724Z,39.6508,-120.0363,5.4,0.4,ml,3,175.77,0.072,0.1011,nn,nn00718969,2020-03-14T02:08:40.457Z,"6km WSW of Cold Springs, Nevada",earthquake,,9.9,0.15,3,reviewed,nn,nn
2020-03-13T15:46:55.920Z,37.5945,-119.0138333,0.86,1.91,md,24,89,0.01919,0.06,nc,nc73353505,2020-03-13T19:19:02.904Z,"6km SSW of Mammoth Lakes, CA",earthquake,0.23,0.5,0.302,22,reviewed,nc,nc
2020-03-13T15:45:06.670Z,42.4305,-111.5078333,8.72,1.57,ml,7,151,0.374,0.09,uu,uu60363022,2020-03-13T17:59:33.740Z,"21km NW of Montpelier, Idaho",earthquake,0.63,1.29,0.286,2,reviewed,uu,uu
2020-03-13T15:41:53.210Z,38.9001667,-122.8738333,2.67,0.55,md,28,172,0.0416,0.04,nc,nc73353500,2020-03-14T00:45:04.356Z,"9km SSW of Kelseyville, CA",earthquake,0.25,0.53,0.084,4,reviewed,nc,nc
2020-03-13T15:29:16.030Z,35.608,-117.432,8.3,1.84,ml,24,97,0.09946,0.18,ci,ci38393178,2020-03-13T15:40:10.860Z,"18km S of Searles Valley, CA",earthquake,0.35,1.11,0.119,25,automatic,ci,ci
2020-03-13T15:20:39.840Z,40.446,-111.9586667,10.48,0.7,md,11,160,0.009662,0.11,uu,uu60363017,2020-03-13T17:47:12.840Z,"5km SSW of Bluffdale, Utah",earthquake,0.5,0.81,0.289,6,reviewed,uu,uu
2020-03-13T15:16:06.980Z,35.835,-117.68,1.76,1.44,ml,21,62,0.06974,0.23,ci,ci38393170,2020-03-13T15:19:43.195Z,"23km ESE of Little Lake, CA",earthquake,0.33,0.55,0.245,22,automatic,ci,ci
2020-03-13T15:11:20.560Z,17.8201,-66.828,4,2.68,md,7,262,0.1632,0.18,pr,pr2020073018,2020-03-13T15:50:10.905Z,"18km SSE of Guanica, Puerto Rico",earthquake,0.74,0.64,0.29,2,reviewed,pr,pr
2020-03-13T15:08:35.548Z,65.0106,-147.3418,1.1,1.4,ml,,,,0.56,ak,ak0203cz7mn5,2020-03-13T15:19:08.205Z,"25km NNE of Badger, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-03-13T15:07:16.270Z,38.7574997,-122.7193298,1.75,0.67,md,9,161,0.00595,0.01,nc,nc73353495,2020-03-13T16:54:02.854Z,"3km SW of Anderson Springs, CA",earthquake,0.49,0.43,0.06,2,automatic,nc,nc
2020-03-13T15:06:45.750Z,38.7621651,-122.7074966,-0.81,0.62,md,9,153,0.03045,0.39,nc,nc73353490,2020-03-13T16:23:03.267Z,"2km SW of Anderson Springs, CA",earthquake,1.29,2.46,0.06,4,automatic,nc,nc
2020-03-13T15:02:48.393Z,39.5255,-120.3243,9.4,0,ml,7,172.13,0.1,0.1638,nn,nn00718968,2020-03-14T02:08:38.880Z,"25km NNW of Truckee, California",earthquake,,3.8,0,2,reviewed,nn,nn
2020-03-13T15:02:09.382Z,65.0196,-148.9112,11.6,1.2,ml,,,,0.57,ak,ak0203cz6aa9,2020-03-13T15:14:15.743Z,"46km WNW of Ester, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-03-13T14:59:49.570Z,34.034,-117.2363333,3.18,1.02,ml,36,48,0.08825,0.24,ci,ci38393162,2020-03-16T17:54:16.370Z,"3km SE of Loma Linda, CA",earthquake,0.23,0.44,0.128,24,reviewed,ci,ci
2020-03-13T14:58:32.619Z,60.2314,-141.1128,0.7,1.8,ml,,,,0.49,ak,ak0203cywwja,2020-03-13T15:03:21.370Z,"75km ENE of Cape Yakataga, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-03-13T14:38:19.610Z,19.2450008,-155.3970032,31.09,2.06,md,50,104,0.007473,0.13,hv,hv71425697,2020-03-13T14:41:28.240Z,"9km ENE of Pahala, Hawaii",earthquake,0.45,0.69,0.09,10,automatic,hv,hv
2020-03-13T14:37:05.280Z,39.2621667,-123.2205,6.18,1.96,md,25,49,0.04614,0.07,nc,nc73353485,2020-03-14T02:35:02.524Z,"1km WSW of Redwood Valley, CA",earthquake,0.16,0.38,0.124,17,reviewed,nc,nc
2020-03-13T14:24:36.650Z,38.648,-112.6481667,5.42,1.35,md,12,117,0.162,0.12,uu,uu60363012,2020-03-13T17:42:30.590Z,"41km N of Beaver, Utah",earthquake,0.66,3.07,0.18,8,reviewed,uu,uu
2020-03-13T14:23:55.759Z,35.53266667,-96.7645,7,1.91,ml,49,64,0.1214761622,0.15,ok,ok2020fcqs,2020-03-13T15:35:13.886Z,"8km NW of Prague, Oklahoma",earthquake,,0.3,0.15,11,reviewed,ok,ok
2020-03-13T14:21:01.820Z,35.842,-117.6483333,4.34,0.94,ml,12,100,0.04891,0.12,ci,ci38393138,2020-03-13T14:24:30.800Z,"24km WNW of Searles Valley, CA",earthquake,0.38,0.88,0.164,9,automatic,ci,ci
2020-03-13T14:12:32.099Z,64.8804,-150.8549,9.9,1.6,ml,,,,0.69,ak,ak0203cyn1l9,2020-03-13T14:21:22.880Z,"17km SW of Manley Hot Springs, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-03-13T14:09:48.100Z,33.2201667,-116.7396667,11.16,0.61,ml,17,63,0.02247,0.21,ci,ci38393130,2020-03-13T14:13:30.729Z,"3km SE of Lake Henshaw, CA",earthquake,0.48,0.72,0.131,7,automatic,ci,ci
2020-03-13T14:09:24.870Z,17.9321,-66.8065,11,2.24,ml,5,226,0.0845,0.11,pr,pr2020073017,2020-03-13T14:53:55.872Z,"6km S of Indios, Puerto Rico",earthquake,1.12,0.66,0,0,reviewed,pr,pr
2020-03-13T14:08:42.210Z,35.536,-96.76166667,7.88,2.86,ml,99,39,0,0.19,ok,ok2020fcqf,2020-03-16T13:43:58.040Z,"8km NW of Prague, Oklahoma",earthquake,,0.5,0.21,42,reviewed,ok,ok
2020-03-13T14:01:58.680Z,17.9246,-67.0165,7,2.57,md,6,240,0.1239,0.09,pr,pr2020073016,2020-03-13T14:23:09.391Z,"6km SSE of La Parguera, Puerto Rico",earthquake,1,0.33,0.2,3,reviewed,pr,pr
2020-03-13T13:57:38.836Z,63.3416,-145.1092,6.2,1.5,ml,,,,0.53,ak,ak0203cyb9pz,2020-03-13T14:09:19.391Z,"59km S of Deltana, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-03-13T13:55:52.627Z,37.1856,-97.4535,5,2.4,mb_lg,,134,0.246,0.28,us,us60008f0j,2020-03-17T10:03:24.040Z,"11km SW of Wellington, Kansas",earthquake,1.3,2,0.096,28,reviewed,us,us
